ACME_1_KC879557.1	0	0	.	.	Original name was ACME:1:KC879557.1
ACME_2_KC879558.1	0	0	.	.	Original name was ACME:2:KC879558.1
ACME_3_AB687558.1	0	0	.	.	Original name was ACME:3:AB687558.1
ACME_4_FR753166.1	0	0	.	.	Original name was ACME:4:FR753166.1
ACME_5_AB665981.1	0	0	.	.	Original name was ACME:5:AB665981.1
ACME_6_KF234240.1	0	0	.	.	Original name was ACME:6:KF234240.1
ACME_7_KF175393.1	0	0	.	.	Original name was ACME:7:KF175393.1
ActA_1_NC.003210.1	0	0	.	.	Original name was ActA:1:NC_003210.1
AgrA_1_NC.003210.1	0	0	.	.	Original name was AgrA:1:NC_003210.1
Ami_1_NC.003210.1	0	0	.	.	Original name was Ami:1:NC_003210.1
Aut_1_nc.003210.1	0	0	.	.	Original name was Aut:1:nc_003210.1
ElrA_1_295112306	0	0	.	.	Original name was ElrA:1:295112306
ElrA_2_CP003726.1	0	0	.	.	Original name was ElrA:2:CP003726.1
ElrA_3_CP002621.1	0	0	.	.	Original name was ElrA:3:CP002621.1
ElrA_4_CP002491.1	0	0	.	.	Original name was ElrA:4:CP002491.1
ElrA_5__AE016830.1	0	0	.	.	Original name was ElrA:5: AE016830.1
Eut.operon_1_NC_003210.1	0	0	.	.	Original name was Eut_operon:1:NC_003210.1
FlaA_1_NC.003210.1	0	0	.	.	Original name was FlaA:1:NC_003210.1
FlgC_1_NC.003210.1	0	0	.	.	Original name was FlgC:1:NC_003210.1
FlgE_1_NC.003210.1	0	0	.	.	Original name was FlgE:1:NC_003210.1
GadA_1_NC.003210.1	0	0	.	.	Original name was GadA:1:NC_003210.1
GadB_1_NC.003210.1	0	0	.	.	Original name was GadB:1:NC_003210.1
GadC_1_NC.003210.1	0	0	.	.	Original name was GadC:1:NC_003210.1
Gmar_1_NC.017537.1	0	0	.	.	Original name was Gmar:1:NC_017537.1
K88ab_10_AJ616236	0	0	.	.	Original name was K88ab:10:AJ616236
K88ab_1_CP002968	0	0	.	.	Original name was K88ab:1:CP002968
K88ab_2_M29376	0	0	.	.	Original name was K88ab:2:M29376
K88ab_3_M29374	0	0	.	.	Original name was K88ab:3:M29374
K88ab_4_U19784	0	0	.	.	Original name was K88ab:4:U19784
K88ab_5_AJ616256	0	0	.	.	Original name was K88ab:5:AJ616256
K88ab_6_CP002730	0	0	.	.	Original name was K88ab:6:CP002730
K88ab_7_AJ616239	0	0	.	.	Original name was K88ab:7:AJ616239
K88ab_8_EU570252	0	0	.	.	Original name was K88ab:8:EU570252
K88ab_9_M25302	0	0	.	.	Original name was K88ab:9:M25302
LapB_1_NC.003210.1	0	0	.	.	Original name was LapB:1:NC_003210.1
Lap_1_NC.003210.1	0	0	.	.	Original name was Lap:1:NC_003210.1
ORF3_1_FN554767	0	0	.	.	Original name was ORF3:1:FN554767
ORF3_2_HE610901	0	0	.	.	Original name was ORF3:2:HE610901
ORF3_3_CU928159	0	0	.	.	Original name was ORF3:3:CU928159
ORF4_1_AB255435	0	0	.	.	Original name was ORF4:1:AB255435
ORF4_2_AFRH01000026	0	0	.	.	Original name was ORF4:2:AFRH01000026
ORF4_3_FN554767	0	0	.	.	Original name was ORF4:3:FN554767
OatA_1_NC.003210.1	0	0	.	.	Original name was OatA:1:NC_003210.1
OppA_1_NC.003210.1	0	0	.	.	Original name was OppA:1:NC_003210.1
OrfX_1_NC.003210.1	0	0	.	.	Original name was OrfX:1:NC_003210.1
OrfZ_1_NC.003210.1	0	0	.	.	Original name was OrfZ:1:NC_003210.1
Rli55_1_NC.003210.1	0	0	.	.	Original name was Rli55:1:NC_003210.1
Rli60_1_NC.003210.1	0	0	.	.	Original name was Rli60:1:NC_003210.1
Rsbv_1_NC.003210.1	0	0	.	.	Original name was Rsbv:1:NC_003210.1
SrtA_1_CP003726.1	0	0	.	.	Original name was SrtA:1:CP003726.1
SrtA_2_CP002491.1	0	0	.	.	Original name was SrtA:2:CP002491.1
SrtA_3_295112306	0	0	.	.	Original name was SrtA:3:295112306
SrtA_4_AE016830.1	0	0	.	.	Original name was SrtA:4:AE016830.1
aafA_1_AB571093	0	0	.	.	Original name was aafA:1:AB571093
aafA_2_AB571096	0	0	.	.	Original name was aafA:2:AB571096
aafA_3_AB571091	0	0	.	.	Original name was aafA:3:AB571091
aafA_4_AF012835	0	0	.	.	Original name was aafA:4:AF012835
aafA_5_TD000088_19	0	0	.	.	Original name was aafA:5:TD000088-19
aafA_6_AB571095	0	0	.	.	Original name was aafA:6:AB571095
aafA_7_AB571094	0	0	.	.	Original name was aafA:7:AB571094
aafA_8_FN554767	0	0	.	.	Original name was aafA:8:FN554767
aafB_1_FN554767	0	0	.	.	Original name was aafB:1:FN554767
aafC_1_AF114828	0	0	.	.	Original name was aafC:1:AF114828
aafD_1_FN554767	0	0	.	.	Original name was aafD:1:FN554767
aaiC_1_KF678353	0	0	.	.	Original name was aaiC:1:KF678353
aaiC_2_FN554766	0	0	.	.	Original name was aaiC:2:FN554766
aaiC_3_cp003301	0	0	.	.	Original name was aaiC:3:cp003301
aaiC_4_SSI.AA790	0	0	.	.	Original name was aaiC:4:SSI_AA790
aap_1_AB255435	0	0	.	.	Original name was aap:1:AB255435
aap_2_Z32523	0	0	.	.	Original name was aap:2:Z32523
aap_3_FN554767	0	0	.	.	Original name was aap:3:FN554767
aar_10_SSI.AA787	0	0	.	.	Original name was aar:10:SSI_AA787
aar_11_SSI.AA797	0	0	.	.	Original name was aar:11:SSI_AA797
aar_12_SSI.AA784	0	0	.	.	Original name was aar:12:SSI_AA784
aar_1_CU98159	0	0	.	.	Original name was aar:1:CU98159
aar_4_042	0	0	.	.	Original name was aar:4:042
aar_5_SSI.AA795	0	0	.	.	Original name was aar:5:SSI_AA795
aar_6_SSI.AA798	0	0	.	.	Original name was aar:6:SSI_AA798
aar_7_SSI.AA785	0	0	.	.	Original name was aar:7:SSI_AA785
aar_8_H131941065	0	0	.	.	Original name was aar:8:H131941065
aar_9_SSI.AA794	0	0	.	.	Original name was aar:9:SSI_AA794
aatA_1_AB255435	0	0	.	.	Original name was aatA:1:AB255435
aatA_2_AFRH01000026	0	0	.	.	Original name was aatA:2:AFRH01000026
aatA_3_FN554767	0	0	.	.	Original name was aatA:3:FN554767
aatA_4_CU928159	0	0	.	.	Original name was aatA:4:CU928159
ace_1_AF260872.1	0	0	.	.	Original name was ace:1:AF260872.1
ace_2_AF260873.1	0	0	.	.	Original name was ace:2:AF260873.1
ace_3_AE016830.1	0	0	.	.	Original name was ace:3:AE016830.1
ace_4_AF260874.1	0	0	.	.	Original name was ace:4:AF260874.1
ace_5_AF260877.1	0	0	.	.	Original name was ace:5:AF260877.1
ace_6_AF260876.1	0	0	.	.	Original name was ace:6:AF260876.1
ace_7_AF260879.1	0	0	.	.	Original name was ace:7:AF260879.1
ace_8_AF260878.1	0	0	.	.	Original name was ace:8:AF260878.1
acm_1_CP003351.1	0	0	.	.	Original name was acm:1:CP003351.1
agg3A_1_AF411067	0	0	.	.	Original name was agg3A:1:AF411067
